lhub_ts,dest_ip,count,dest_port,action
,35.170.0.129,1,443,allowed
,35.170.0.145,181,443,allowed
,35.170.11.197,1,443,allowed
,35.170.168.237,4,443,allowed
,35.170.179.152,2,443,allowed
,35.170.92.90,6,443,allowed
,35.171.71.87,1,443,allowed
,35.172.177.65,6,443,allowed
,35.172.7.61,1,443,allowed
,35.173.176.236,1,443,allowed
,35.173.3.255,4,443,allowed
,35.173.51.56,8,443,allowed
,35.174.127.31,65,443,allowed
,35.174.150.168,2,443,allowed
,35.174.151.106,3,443,allowed
,35.174.42.144,2,443,allowed
,35.174.42.9,2,443,allowed
,35.174.44.52,1,443,allowed
,35.174.78.146,1,443,allowed
,35.175.2.154,5,443,allowed
,35.175.90.219,1,443,allowed
,35.186.194.58,28,443,allowed
,35.186.197.135,1,443,allowed
,35.186.201.211,4,443,allowed
,35.186.205.6,17,443,allowed
,35.186.213.138,54,443,allowed
,35.186.216.200,1,443,allowed
,35.186.219.42,1,443,allowed
,35.186.224.0,3,443,allowed
,35.186.224.44,1,443,allowed
,35.186.224.45,1,443,allowed
,35.186.224.47,46,443,allowed
,35.186.224.53,154,443,allowed
,35.186.236.204,1,443,allowed
,35.186.249.46,2,443,allowed
,35.186.251.138,1,443,allowed
,35.186.255.8,1,443,allowed
,35.188.42.15,31,443,allowed
,35.188.61.181,1,443,allowed
,35.190.139.91,1,443,allowed
,35.190.244.116,1,4070,allowed
,35.190.244.23,1,4070,allowed
,35.190.245.46,1,443,allowed
,35.190.245.53,1,80,allowed
,35.190.26.57,2,443,allowed
,35.190.29.187,1,443,allowed
,35.190.43.134,1,443,allowed
,35.190.52.15,12,443,allowed
,35.190.53.75,1,443,allowed
,35.190.59.101,1,443,allowed
,35.190.62.200,1,443,allowed
,35.190.72.21,9,443,allowed
,35.190.88.7,11,443,allowed
,35.190.91.111,2,443,allowed
,35.190.92.63,2,443,allowed
,35.192.39.196,1,443,allowed
,35.196.217.93,78,443,allowed
,35.201.106.219,1,443,allowed
,35.201.117.115,1,443,allowed
,35.201.119.18,2,443,allowed
,35.201.67.47,1,443,allowed
,35.201.68.171,1,443,allowed
,35.201.81.77,3,443,allowed
,35.203.177.78,1,443,allowed
,35.226.42.89,1,443,allowed
,35.227.197.177,1,443,allowed
,35.227.210.57,1,443,allowed
,35.227.244.19,1,443,allowed
,35.227.245.142,2,443,allowed
,35.227.58.252,3,443,allowed
,35.228.163.13,1,443,allowed
,35.238.221.32,1,443,allowed
,35.238.82.97,5,443,allowed
,35.241.16.116,3,443,allowed
,35.241.23.116,3,443,allowed
,35.241.39.63,2,443,allowed
,35.241.45.82,1,443,allowed
,35.241.56.184,34,443,allowed
,35.241.57.45,15,443,allowed
,35.244.136.187,1,443,allowed
,35.244.140.139,1,443,allowed
,35.244.157.103,2,443,allowed
,35.244.179.255,4,443,allowed
,35.244.184.98,2,443,allowed
,35.244.206.129,1,443,allowed
,37.157.2.248,1,443,allowed
,37.157.6.235,1,443,allowed
,38.106.34.126,1,443,allowed
,38.106.34.155,1,443,allowed
,38.117.80.3,2,80,allowed
,38.133.127.63,1,443,allowed
,38.71.2.71,1,443,allowed
,38.71.5.50,1,443,allowed
,40.112.143.140,6,443,allowed
,40.117.154.240,1,443,allowed
,40.118.201.171,1,443,allowed
,40.118.201.171,1,80,allowed
,40.121.20.205,5,443,allowed
,40.122.162.208,25,443,allowed
,40.126.5.37,1,443,allowed
,40.126.5.38,6,443,allowed
,40.126.5.99,1,443,allowed
,40.67.189.14,4,443,blocked
,40.70.147.4,1,443,allowed
,40.71.12.231,33,443,allowed
,40.79.33.178,1,443,allowed
,40.85.154.181,1,443,allowed
,40.90.137.120,1,443,allowed
,40.90.137.127,2,443,allowed
,40.90.23.153,2,443,allowed
,40.90.23.206,1,443,allowed
,40.90.23.208,1,443,allowed
,40.90.247.210,4,443,blocked
,40.91.122.234,4,443,blocked
,42.156.215.24,6,80,allowed
,45.33.103.94,82,123,allowed
,45.54.49.1,398,443,allowed
,45.54.49.5,16,443,allowed
,45.55.217.50,82,123,allowed
,45.55.32.242,1,443,allowed
,45.55.41.223,2,443,allowed
,45.56.118.161,219,123,allowed
,45.57.40.1,1,443,allowed
,45.60.11.165,2,443,allowed
,45.60.12.113,2,443,allowed
,45.60.12.165,5,443,allowed
,45.60.86.109,4,443,allowed
,45.76.244.193,166,123,allowed
,45.79.109.111,302,123,allowed
,45.79.94.252,1,443,allowed
,46.30.215.78,6,80,allowed
,47.187.199.252,4329,3128,allowed
,5.44.219.155,1,80,allowed
,5.9.15.86,1,443,allowed
,50.112.122.25,10,443,allowed
,50.112.124.178,1,443,allowed
,50.112.150.236,1,443,allowed
,50.112.164.106,1,443,allowed
,50.112.93.41,7,443,allowed
,50.116.34.243,1,443,allowed
,50.116.52.97,58,123,allowed
,50.16.201.160,1,443,allowed
,50.16.207.240,1,443,allowed
,50.16.214.42,1,443,allowed
,50.16.217.192,1,443,allowed
,50.16.221.41,1,443,allowed
,50.16.234.139,1,443,allowed
,50.16.248.26,1,443,allowed
,50.17.199.110,1,443,allowed
,50.17.205.83,1,443,allowed
,50.17.220.93,1,443,allowed
,50.17.223.191,1,443,allowed
,50.17.254.181,1,443,allowed
,50.18.171.224,185,443,allowed
,50.18.173.73,361,443,allowed
,50.18.200.106,40,443,allowed
,50.18.200.53,1,443,allowed
,50.18.211.126,1,443,allowed
,50.19.119.71,1,443,allowed
,50.19.122.55,1,443,allowed
,50.19.245.73,2,443,allowed
,50.19.250.30,1,443,allowed
,50.19.252.240,1,443,allowed
,50.19.253.178,2,443,allowed
,50.19.30.182,2,443,allowed
,50.19.80.253,1,443,allowed
,50.19.90.81,1,443,allowed
,50.19.98.133,4,443,allowed
,50.239.202.122,2,443,allowed
,50.239.202.122,6,8801,allowed
,50.239.202.143,1,443,allowed
,50.239.202.143,3,8801,allowed
,50.239.202.171,2,443,allowed
,50.239.202.171,9,8801,allowed
,50.239.202.19,4,3478,allowed
,50.239.202.19,6,443,allowed
,50.239.202.20,7,3478,allowed
,50.239.202.20,2,3479,blocked
,50.239.202.20,6,443,allowed
,50.239.202.234,1,443,allowed
,50.239.202.234,3,8801,allowed
,50.239.203.19,5,3478,allowed
,50.239.203.19,1,3479,blocked
,50.239.204.19,2,443,allowed
,50.239.204.20,3,3478,allowed
,50.239.204.20,2,443,allowed
,50.31.142.63,1,443,allowed
,50.57.13.216,1,443,allowed
,50.58.197.194,1,443,allowed
,51.75.93.214,7,443,allowed
,51.89.9.251,1,443,allowed
,51.89.9.253,1,443,allowed
,52.0.132.68,1,443,allowed
,52.0.163.187,1,443,allowed
,52.0.170.186,44,443,allowed
,52.0.197.202,1,443,allowed
,52.0.26.149,1,443,allowed
,52.0.45.102,85,443,allowed
,52.0.85.210,1,443,allowed
,52.1.114.93,1,443,allowed
,52.1.140.115,1,443,allowed
,52.1.205.250,1,443,allowed
,52.1.219.33,1,443,allowed
,52.1.48.169,2,443,allowed
,52.10.103.173,2,443,allowed
,52.10.116.194,2,443,allowed
,52.10.127.183,1,443,allowed
,52.10.184.57,2,443,allowed
,52.10.187.18,2,443,allowed
,52.109.12.18,1,443,allowed
,52.109.12.19,1,443,allowed
,52.109.12.20,2,443,allowed
,52.109.12.21,6,443,allowed
,52.109.12.22,2,443,allowed
,52.109.12.24,1,443,allowed
,52.109.12.27,2,443,allowed
,52.109.120.17,1,443,allowed
,52.109.120.18,1,443,allowed
,52.109.120.21,1,443,allowed
,52.109.120.22,3,443,allowed
,52.109.124.21,2,443,allowed
,52.109.124.22,3,443,allowed
,52.109.16.0,1,443,allowed
,52.109.16.1,2,443,allowed
,52.109.16.2,2,443,allowed
,52.109.2.11,1,443,allowed
,52.109.2.12,1,443,allowed
,52.109.2.125,1,443,allowed
,52.109.2.14,8,443,allowed
,52.109.2.16,1,443,allowed
,52.109.2.18,4,443,allowed
,52.109.20.3,1,443,allowed
,52.109.20.4,2,443,allowed
,52.109.20.5,10,443,allowed
,52.109.6.5,1,443,allowed
,52.109.76.31,2,443,allowed
,52.109.76.35,2,443,allowed
,52.109.8.19,1,443,allowed
,52.109.8.20,1,443,allowed
,52.109.88.35,1,443,allowed
,52.109.88.36,1,443,allowed
,52.109.88.37,1,443,allowed
,52.109.88.38,1,443,allowed
,52.109.88.39,3,443,allowed
,52.109.88.40,5,443,allowed
,52.109.96.27,1,443,allowed
,52.11.114.214,1,443,allowed
,52.11.199.131,1,443,allowed
,52.11.230.213,1,443,allowed
,52.11.24.67,4,443,allowed
,52.11.242.19,2,443,allowed
,52.11.250.114,2,443,allowed
,52.11.35.6,1,443,allowed
,52.113.194.133,1,443,allowed
,52.114.128.38,2,443,allowed
,52.114.128.8,2,443,allowed
,52.114.128.9,1,443,allowed
,52.114.132.21,4,443,allowed
,52.114.132.23,4,443,allowed
,52.114.132.73,1,443,allowed
,52.114.132.74,2,443,allowed
,52.114.142.67,2,443,allowed
,52.114.142.72,3,443,allowed
,52.114.158.50,3,443,allowed
,52.114.158.52,1,443,allowed
,52.114.158.91,4,443,allowed
,52.114.158.92,1,443,allowed
,52.114.32.7,2,443,allowed
,52.114.6.39,1,443,allowed
,52.114.6.47,2,443,allowed
,52.114.74.43,3,443,allowed
,52.114.74.45,2,443,allowed
,52.114.75.72,2,443,allowed
,52.114.76.34,3,443,allowed
,52.114.76.35,2,443,allowed
,52.114.76.37,3,443,allowed
,52.114.77.33,4,443,allowed
,52.114.77.34,1,443,allowed
,52.114.88.20,1,443,allowed
,52.114.88.28,3,443,allowed
,52.114.88.29,3,443,allowed
,52.119.162.179,2,443,allowed
,52.119.164.214,14,443,allowed
,52.119.168.148,15,443,allowed
,52.119.196.120,1,443,allowed
,52.119.196.25,3,443,allowed
,52.12.153.68,1,9339,allowed
,52.14.242.19,1,443,allowed
,52.14.242.20,1,443,allowed
,52.14.242.23,5,443,allowed
,52.164.210.24,1,443,allowed
,52.168.140.71,4,443,allowed
,52.17.199.108,2,443,allowed
,52.17.203.137,1,443,allowed
,52.17.28.42,1,443,allowed
,52.17.82.217,1,443,allowed
,52.171.222.247,7,443,allowed
,52.173.79.142,2,443,allowed
,52.18.114.7,1,443,allowed
,52.18.125.150,1,443,allowed
,52.18.132.86,1,443,allowed
,52.18.155.174,1,443,allowed
,52.18.172.205,1,443,allowed
,52.183.12.232,9,443,allowed
,52.19.200.43,2,443,allowed
,52.19.231.155,1,443,allowed
,52.19.47.237,1,443,allowed
,52.19.50.115,1,443,allowed
,52.19.57.181,1,443,allowed
,52.2.103.66,1,443,allowed
,52.2.113.48,2,443,allowed
,52.2.156.109,1,443,allowed
,52.2.175.150,6,443,allowed
,52.2.248.50,1,443,allowed
,52.2.26.136,1,443,allowed
,52.2.31.64,1,443,allowed
,52.20.113.187,1,443,allowed
,52.20.123.7,1,443,allowed
,52.20.226.46,2,443,allowed
,52.20.52.193,4,443,allowed
,52.20.6.129,7,443,allowed
,52.20.67.101,3,443,allowed
,52.20.70.30,1,443,allowed
,52.20.72.191,1,443,allowed
,52.200.117.50,1,443,allowed
,52.200.123.104,6,443,allowed
,52.200.184.208,3,443,allowed
,52.200.233.201,2,443,allowed
,52.200.245.180,2,443,allowed
,52.200.73.80,4,443,allowed
,52.201.108.6,2,443,allowed
,52.201.38.120,2,443,allowed
,52.201.44.67,8,443,allowed
,52.201.75.180,2,443,allowed
,52.201.97.41,1,443,allowed
,52.202.60.111,6,443,allowed
,52.202.62.196,70,443,allowed
,52.202.62.222,2,443,allowed
,52.202.62.223,1,443,allowed
,52.202.62.229,3,443,allowed
,52.202.62.235,41,443,allowed
,52.202.62.236,68,443,allowed
,52.202.62.237,9,443,allowed
,52.202.62.238,16,443,allowed
,52.202.62.243,7,443,allowed
,52.202.62.244,1,443,allowed
,52.202.72.116,2,443,allowed
,52.203.102.189,1,443,allowed
,52.203.146.61,1,443,allowed
,52.203.172.63,95,443,allowed
,52.203.26.74,4,443,allowed
,52.203.8.184,1,443,allowed
,52.204.136.9,1,443,allowed
,52.204.14.45,33,443,allowed
,52.204.176.77,1,443,allowed
,52.204.25.92,1,443,allowed
,52.205.21.55,69,443,allowed
,52.206.125.7,1,443,allowed
,52.206.160.144,16,443,allowed
,52.206.207.6,1,443,allowed
,52.206.209.137,1,443,allowed
,52.206.234.110,1,443,allowed
,52.206.50.130,1,443,allowed
,52.206.54.238,2,443,allowed
,52.206.59.227,1,443,allowed
,52.207.100.188,1,443,allowed
,52.207.111.186,2,443,allowed
,52.207.135.168,4,443,allowed
,52.207.63.45,1,443,allowed
,52.208.82.30,1,443,allowed
,52.209.146.16,3,443,allowed
,52.21.103.149,5,443,allowed
,52.21.128.197,76,443,allowed
,52.21.158.67,12,443,allowed
,52.21.56.82,4,443,allowed
,52.210.91.144,1,443,allowed
,52.211.198.58,1,443,allowed
,52.211.66.220,1,443,allowed
,52.212.1.182,1,443,allowed
,52.213.67.101,1,443,allowed
,52.214.1.180,3,443,allowed
,52.214.200.82,1,443,allowed
,52.214.32.189,1,443,allowed
,52.214.37.106,1,443,allowed
,52.214.60.230,1,443,allowed
,52.215.110.88,1,443,allowed
,52.216.1.243,1,443,allowed
,52.216.100.45,1,443,allowed
,52.216.100.53,4,443,allowed
,52.216.101.173,1,443,allowed
,52.216.102.99,1,443,allowed
,52.216.105.21,3,443,allowed
,52.216.106.61,1,443,allowed
,52.216.107.6,2,443,allowed
,52.216.109.21,2,443,allowed
,52.216.110.53,2,443,allowed
,52.216.112.251,1,443,allowed
,52.216.129.117,1,443,allowed
,52.216.129.123,1,443,allowed
,52.216.129.221,2,443,allowed
,52.216.129.5,1,443,allowed
,52.216.130.189,6,443,allowed
,52.216.131.133,1,443,allowed
,52.216.132.197,6,443,allowed
,52.216.132.229,2,443,allowed
,52.216.138.6,1,443,allowed
,52.216.139.187,1,443,allowed
,52.216.144.237,6,443,allowed
,52.216.145.117,6,443,allowed
,52.216.16.3,1,443,allowed
,52.216.161.147,1,443,allowed
,52.216.161.235,5,443,allowed
,52.216.163.11,1,443,allowed
,52.216.165.149,1,443,allowed
,52.216.169.197,5,443,allowed
,52.216.170.237,1,443,allowed
,52.216.176.147,3,443,allowed
,52.216.176.203,1,443,allowed
,52.216.184.125,2,443,allowed
,52.216.184.149,1,443,allowed
,52.216.204.205,1,443,allowed
,52.216.205.125,1,443,allowed
,52.216.22.21,1,443,allowed
,52.216.228.131,2,443,allowed
,52.216.228.168,1,443,allowed
,52.216.233.37,3,443,allowed
,52.216.233.5,1,443,allowed
,52.216.237.101,1,443,allowed
,52.216.8.197,3,443,allowed
,52.216.81.67,1,443,allowed
,52.216.85.107,1,443,allowed
,52.216.85.205,1,443,allowed
,52.216.88.165,1,443,allowed
,52.216.92.133,6,443,allowed
,52.216.92.197,4,443,allowed
,52.216.94.163,2,443,allowed
,52.216.94.213,1,443,allowed
,52.216.94.61,1,443,allowed
,52.216.98.181,6,443,allowed
,52.216.99.69,1,80,allowed
,52.217.1.158,6,443,allowed
,52.217.38.134,6,443,allowed
,52.217.38.14,1,443,allowed
,52.217.38.78,5,443,allowed
,52.218.21.146,2,443,allowed
,52.218.234.233,1,443,allowed
,52.218.237.161,2,443,allowed
,52.219.73.89,1,443,allowed
,52.22.107.98,1,443,allowed
,52.22.133.0,1,443,allowed
,52.22.145.207,10,443,allowed
,52.22.159.2,5,443,allowed
,52.22.166.173,1,443,allowed
,52.22.178.227,1,443,allowed
,52.22.236.254,4,443,allowed
,52.22.89.52,1,443,allowed
,52.224.146.179,76,443,allowed
,52.23.104.79,2,443,allowed
,52.23.111.175,1,3478,allowed
,52.232.216.86,1,443,allowed
,52.232.222.105,1,443,allowed
,52.24.113.72,6,443,allowed
,52.24.14.176,5,443,allowed
,52.24.191.175,1,443,allowed
,52.24.21.97,3,443,allowed
,52.24.217.125,1,443,allowed
,52.24.24.130,3,443,allowed
,52.24.29.20,3,443,allowed
,52.24.41.182,2,443,allowed
,52.24.89.101,2,443,allowed
,52.25.135.237,1,22,allowed
,52.25.135.237,186,443,allowed
,52.25.146.43,4,443,allowed
,52.25.152.156,2,443,allowed
,52.25.185.136,11,443,allowed
,52.25.209.245,1,443,allowed
,52.25.52.176,23,443,allowed
,52.25.59.143,1,443,allowed
,52.25.70.109,1,443,allowed
,52.25.91.198,4,443,allowed
,52.26.101.35,3,443,allowed
,52.26.147.254,2,443,allowed
,52.26.170.63,6,443,allowed
,52.26.194.155,2,443,allowed
,52.26.209.89,1,443,allowed
,52.26.32.195,1,443,allowed
,52.26.52.110,2,443,allowed
,52.26.54.205,1,443,allowed
,52.26.63.175,1,443,allowed
,52.26.72.161,1,443,allowed
,52.27.123.131,2,443,allowed
,52.27.135.72,2,443,allowed
,52.27.136.186,1,443,allowed
,52.27.153.201,1,443,allowed
,52.27.175.219,3,443,allowed
,52.27.184.130,4,443,allowed
,52.27.217.36,1,443,allowed
,52.27.221.25,1,443,allowed
,52.27.226.96,8,443,allowed
,52.28.88.248,1,443,allowed
,52.28.94.235,10,443,allowed
,52.29.23.92,22,443,allowed
,52.3.10.28,1,443,allowed
,52.3.146.136,100,443,allowed
,52.3.177.221,2,443,allowed
,52.3.18.107,1,443,allowed
,52.3.44.80,34,443,allowed
,52.3.53.115,1,443,allowed
,52.3.88.36,8,443,allowed
,52.30.116.126,1,443,allowed
,52.30.129.142,1,443,allowed
,52.31.17.151,1,443,allowed
,52.32.0.118,1,443,allowed
,52.32.137.100,44,443,allowed
,52.32.144.226,1,443,allowed
,52.32.146.205,4,443,allowed
,52.32.197.123,41,443,allowed
,52.32.2.101,3,443,allowed
,52.32.219.185,3,443,allowed
,52.32.76.249,2,443,allowed
,52.33.112.207,1,443,allowed
,52.33.147.163,10,443,allowed
,52.33.235.56,1,443,allowed
,52.33.26.96,4,443,allowed
,52.33.30.162,1,443,allowed
,52.34.149.67,1,443,allowed
,52.34.165.166,31,443,allowed
,52.34.180.29,8,443,allowed
,52.34.22.103,1,443,allowed
,52.34.243.217,1,443,allowed
,52.34.71.92,1,443,allowed
,52.35.0.218,1,443,allowed
,52.35.137.43,2,443,allowed
,52.35.149.162,3,443,allowed
,52.35.165.64,1,443,allowed
,52.35.171.123,1,443,allowed
,52.35.184.166,1,443,allowed
,52.35.186.10,4,443,allowed
,52.35.195.157,8,443,allowed
,52.35.227.82,2,443,allowed
,52.35.242.148,3,443,allowed
,52.35.252.165,4,443,allowed
,52.35.254.124,1,443,allowed
,52.35.59.115,2,443,allowed
,52.35.59.125,3,443,allowed
,52.35.86.57,4,443,allowed
,52.36.128.169,2,443,allowed
,52.36.185.75,2,443,allowed
,52.36.193.139,1,443,allowed
,52.36.203.235,1,443,allowed
,52.36.245.130,1,80,allowed
,52.36.48.87,3,443,allowed
,52.36.49.35,1,80,allowed
,52.36.57.225,3,443,allowed
,52.37.118.196,1,443,allowed
,52.37.12.142,1,443,allowed
,52.37.143.229,1,443,allowed
,52.37.156.113,7,443,allowed
,52.37.243.173,87,443,allowed
,52.37.5.158,1,443,allowed
,52.37.61.85,3,443,allowed
,52.37.91.227,5,443,allowed
,52.38.141.177,1,443,allowed
,52.38.241.134,1,443,allowed
,52.38.5.11,8,443,allowed
,52.39.113.148,2,443,allowed
,52.39.179.2,2,443,allowed
,52.39.190.134,1,443,allowed
,52.39.27.248,1,443,allowed
,52.39.3.8,4,443,allowed
,52.39.40.169,3,443,allowed
,52.39.71.250,1,443,allowed
,52.4.103.67,96,443,allowed
,52.4.11.55,2,443,allowed
,52.4.113.87,1,443,allowed
,52.4.130.24,2,443,allowed
,52.4.134.243,1,443,allowed
,52.4.202.114,10,443,allowed
,52.4.3.62,5,443,allowed
,52.4.56.49,4,443,allowed
,52.40.106.174,6,443,allowed
,52.40.174.39,4,443,allowed
,52.40.41.239,1,443,allowed
,52.40.55.147,2,443,allowed
,52.40.97.179,3,22,allowed
,52.40.97.179,15,443,allowed
,52.41.137.51,1,443,allowed
,52.42.113.134,1,443,allowed
,52.42.209.140,1,443,allowed
,52.42.21.73,34,443,allowed
,52.42.43.84,1,443,allowed
,52.43.139.170,4,443,allowed
,52.43.235.47,1,443,allowed
,52.43.70.236,1,443,allowed
,52.43.84.106,1,443,allowed
,52.44.154.1,1,443,allowed
,52.44.241.246,1,443,allowed
,52.44.251.57,6,443,allowed
,52.44.92.19,4,443,allowed
,52.45.231.22,22,443,allowed
,52.45.24.31,3,443,allowed
,52.45.242.14,3,443,allowed
,52.45.34.72,5,443,allowed
,52.45.36.91,1,443,allowed
,52.45.93.174,1,443,allowed
,52.46.128.194,1,443,allowed
,52.46.129.191,1,443,allowed
,52.46.129.75,2,443,allowed
,52.46.133.160,1,443,allowed
,52.46.133.189,1,443,allowed
,52.46.134.16,3,443,allowed
,52.46.137.51,3,443,allowed
,52.46.144.134,6,443,allowed
,52.46.156.128,1,443,allowed
,52.46.158.193,2,443,allowed
,52.48.157.202,4,443,allowed
,52.48.232.1,1,443,allowed
,52.48.238.74,1,443,allowed
,52.49.56.25,1,443,allowed
,52.49.92.140,1,443,allowed
,52.5.0.90,1,443,allowed
,52.5.108.3,1,443,allowed
,52.5.208.106,8,443,allowed
,52.5.235.79,1,443,allowed
,52.5.27.93,1,443,allowed
,52.5.46.226,4,443,allowed
,52.5.49.49,1,443,allowed
,52.5.79.219,1,443,allowed
,52.50.103.97,3,443,allowed
,52.50.8.21,1,443,allowed
,52.51.205.5,1,443,allowed
,52.52.160.92,4,443,allowed
,52.52.200.193,1,443,allowed
,52.52.224.187,2,443,allowed
,52.52.248.44,6,443,allowed
,52.52.249.40,2,443,allowed
,52.52.39.236,1,443,allowed
,52.53.145.54,1,443,allowed
,52.53.64.12,3,443,allowed
,52.54.166.216,7,443,allowed
,52.54.200.55,2,443,allowed
,52.54.93.93,1,80,allowed
,52.55.191.55,2,443,allowed
,52.55.208.245,3,443,allowed
,52.55.228.195,4,443,allowed
,52.55.243.214,6,443,allowed
,52.55.47.113,3,443,allowed
,52.55.47.67,1,443,allowed
,52.55.49.178,6,443,allowed
,52.55.82.72,3,443,allowed
,52.6.10.250,1,443,allowed
,52.6.121.73,1,443,allowed
,52.6.207.6,61,443,allowed
,52.6.232.194,2,443,allowed
,52.68.194.191,1,443,allowed
,52.7.131.57,1,443,allowed
,52.7.140.64,2,443,allowed
,52.7.147.45,2,443,allowed
,52.7.152.52,2,443,allowed
,52.7.169.168,2,443,allowed
,52.7.174.185,18,443,allowed
,52.7.202.148,3,443,allowed
,52.7.54.80,1,443,allowed
,52.7.89.40,1,443,allowed
,52.70.125.77,1,443,allowed
,52.70.175.131,23,443,allowed
,52.71.136.63,4,443,allowed
,52.71.165.39,3,443,allowed
,52.71.171.101,5,443,allowed
,52.71.25.9,2,443,allowed
,52.71.71.65,2,443,allowed
,52.71.78.213,1,443,allowed
,52.72.136.100,3,443,allowed
,52.72.144.20,48,443,allowed
,52.72.19.186,5,443,allowed
,52.72.230.122,2,443,allowed
,52.72.238.203,1,443,allowed
,52.72.38.69,68,443,allowed
,52.72.56.144,1,443,allowed
,52.72.57.198,1,443,allowed
,52.73.134.74,9,443,allowed
,52.73.145.25,1,443,allowed
,52.73.201.133,1,443,allowed
,52.73.253.33,1,443,allowed
,52.73.84.118,3,443,allowed
,52.73.97.224,16,4287,allowed
,52.73.97.224,7,443,allowed
,52.8.173.247,2,443,allowed
,52.8.199.237,2,443,allowed
,52.8.200.108,3,443,allowed
,52.8.208.169,2,443,allowed
,52.8.221.131,23,443,allowed
,52.8.241.7,3,443,allowed
,52.8.255.34,1,443,allowed
,52.8.69.48,3,443,allowed
,52.84.242.12,9,443,allowed
,52.84.243.138,1,443,allowed
,52.84.243.18,2,443,allowed
,52.84.243.205,1,443,allowed
,52.84.243.205,1,80,allowed
,52.84.243.243,2,443,allowed
,52.84.243.26,1,443,allowed
,52.84.244.235,1,443,allowed
,52.84.245.103,2,80,allowed
,52.84.245.143,8,443,allowed
,52.84.245.153,1,443,allowed
,52.84.245.154,3,443,allowed
,52.84.245.168,1,443,allowed
,52.84.245.173,1,443,allowed
,52.84.245.182,5,443,allowed
,52.84.245.198,9,443,allowed
,52.84.245.213,1,443,allowed
,52.84.245.214,1,443,allowed
,52.84.245.225,1,80,allowed
,52.84.245.235,15,443,allowed
,52.84.245.238,1,443,allowed
,52.84.245.246,3,443,allowed
,52.84.245.252,2,443,allowed
,52.84.245.28,1,443,allowed
,52.84.245.29,1,443,allowed
,52.84.245.31,6,443,allowed
,52.84.245.32,2,443,allowed
,52.84.245.56,1,443,allowed
,52.84.245.58,1,443,allowed
,52.84.245.69,9,443,allowed
,52.84.245.83,1,80,allowed
,52.84.245.84,2,443,allowed
,52.84.245.89,1,443,allowed
,52.84.246.102,1,443,allowed
,52.84.246.105,2,443,allowed
,52.84.246.106,1,443,allowed
,52.84.246.109,1,443,allowed
,52.84.246.111,2,443,allowed
,52.84.246.112,1,443,allowed
,52.84.246.114,1,443,allowed
,52.84.246.115,1,443,allowed
,52.84.246.118,2,443,allowed
,52.84.246.121,1,443,allowed
,52.84.246.122,1,443,allowed
,52.84.246.128,1,443,allowed
,52.84.246.129,5,443,allowed
,52.84.246.13,2,443,allowed
,52.84.246.130,6,443,allowed
,52.84.246.131,6,443,allowed
,52.84.246.135,10,443,allowed
,52.84.246.137,4,443,allowed
,52.84.246.140,3,443,allowed
,52.84.246.142,3,443,allowed
,52.84.246.146,5,443,allowed
,52.84.246.156,17,443,allowed
,52.84.246.157,4,443,allowed
,52.84.246.160,7,443,allowed
,52.84.246.168,1,443,allowed
,52.84.246.177,2,443,allowed
,52.84.246.179,8,443,allowed
,52.84.246.181,2,443,allowed
,52.84.246.182,1,443,allowed
,52.84.246.184,2,443,allowed
,52.84.246.185,5,443,allowed
,52.84.246.187,18,443,allowed
,52.84.246.188,1,443,allowed
,52.84.246.190,2,443,allowed
,52.84.246.193,2,443,allowed
,52.84.246.194,3,443,allowed
,52.84.246.197,2,443,allowed
,52.84.246.2,2,443,allowed
,52.84.246.203,1,443,allowed
,52.84.246.205,1,443,allowed
,52.84.246.206,1,80,blocked
,52.84.246.207,1,443,allowed
,52.84.246.208,6,443,allowed
,52.84.246.21,2,443,allowed
,52.84.246.210,1,443,allowed
,52.84.246.212,1,443,allowed
,52.84.246.215,3,443,allowed
,52.84.246.217,2,443,allowed
,52.84.246.232,1,443,allowed
,52.84.246.24,2,443,allowed
,52.84.246.242,2,443,allowed
,52.84.246.243,8,443,allowed
,52.84.246.247,3,443,allowed
,52.84.246.248,8,443,allowed
,52.84.246.249,1,443,allowed
,52.84.246.250,4,443,allowed
,52.84.246.252,1,443,allowed
,52.84.246.254,1,443,allowed
,52.84.246.28,2,443,allowed
,52.84.246.36,3,443,allowed
,52.84.246.41,8,443,allowed
,52.84.246.42,11,443,allowed
,52.84.246.43,2,443,allowed
,52.84.246.44,1,443,allowed
,52.84.246.45,6,443,allowed
,52.84.246.47,1,443,allowed
,52.84.246.50,1,443,allowed
,52.84.246.52,1,443,allowed
,52.84.246.56,24,443,allowed
,52.84.246.6,1,443,allowed
,52.84.246.60,4,443,allowed
,52.84.246.65,1,443,allowed
,52.84.246.69,3,443,allowed
,52.84.246.7,1,443,allowed
,52.84.246.71,9,443,allowed
,52.84.246.83,1,443,allowed
,52.84.246.86,2,443,allowed
,52.84.246.91,1,443,allowed
,52.84.246.98,3,443,allowed
,52.84.247.62,10,443,allowed
,52.84.247.99,13,443,allowed
,52.86.110.102,1,443,allowed
,52.86.155.250,1,443,allowed
,52.86.3.119,20,443,allowed
,52.86.84.98,3,443,allowed
,52.87.102.88,2,443,allowed
,52.87.14.81,10,443,allowed
,52.87.218.1,1,443,allowed
,52.87.34.255,1,443,allowed
,52.87.43.37,57,443,allowed
,52.87.72.62,9,443,allowed
,52.88.121.53,5,443,allowed
,52.88.144.232,1,443,allowed
